theta,A2,phi,a,b,z,status
25.0,2.0,160.0,8.2,6.2,1.6,NotYet
25.0,12.0,340.0,8.2,6.2,2.0,NotYet
25.0,-4.0,170.0,8.2,6.2,1.4,NotYet
25.0,12.0,340.0,8.2,6.2,-1.2,NotYet
25.0,8.0,340.0,8.2,6.2,-0.8,NotYet
25.0,-6.0,320.0,8.2,6.2,0.2,NotYet
25.0,10.0,340.0,8.2,6.2,2.0,NotYet
25.0,12.0,340.0,8.2,6.2,1.8,NotYet
25.0,4.0,160.0,8.2,6.2,-0.8,NotYet
25.0,2.0,160.0,8.2,6.2,-0.8,NotYet
25.0,14.0,340.0,8.2,6.2,2.0,NotYet
25.0,8.0,330.0,8.2,6.2,2.0,NotYet
25.0,10.0,340.0,8.2,6.2,1.8,NotYet
25.0,0.0,160.0,8.2,6.2,1.0,NotYet
25.0,8.0,150.0,8.2,6.2,0.8,NotYet
25.0,4.0,160.0,8.2,6.2,-1.0,NotYet
25.0,14.0,340.0,8.2,6.2,1.8,NotYet
25.0,2.0,160.0,8.2,6.2,-1.0,NotYet
25.0,12.0,340.0,8.2,6.2,1.6,NotYet
25.0,6.0,330.0,8.2,6.2,2.0,NotYet
25.0,10.0,340.0,8.2,6.2,1.6,NotYet
25.0,-4.0,170.0,8.2,6.2,1.2,NotYet
25.0,4.0,160.0,8.2,6.2,-1.2,NotYet
30.0,0.0,320.0,4.1,11.9,0.0,NotYet
30.0,2.0,320.0,4.1,11.9,-0.2,NotYet
30.0,-2.0,320.0,4.1,11.9,0.2,NotYet
30.0,-6.0,310.0,4.1,11.9,0.4,NotYet
30.0,-4.0,310.0,4.1,11.9,0.4,NotYet
30.0,2.0,320.0,4.1,11.9,0.0,NotYet
30.0,0.0,320.0,4.1,11.9,0.2,NotYet
30.0,-6.0,310.0,4.1,11.9,0.6,NotYet
30.0,0.0,320.0,4.1,11.9,-0.2,NotYet
30.0,-2.0,320.0,4.1,11.9,0.0,NotYet
30.0,-4.0,310.0,4.1,11.9,0.2,NotYet
30.0,-2.0,320.0,4.1,11.9,0.4,NotYet
30.0,4.0,320.0,4.1,11.9,-0.2,NotYet
30.0,4.0,320.0,4.1,11.9,-0.4,NotYet
30.0,-6.0,310.0,4.1,11.9,0.2,NotYet
30.0,2.0,320.0,4.1,11.9,-0.4,NotYet
30.0,-4.0,310.0,4.1,11.9,0.6,NotYet
30.0,-8.0,310.0,4.1,11.9,0.6,NotYet
30.0,2.0,320.0,4.1,11.9,0.2,NotYet
30.0,-8.0,310.0,4.1,11.9,0.8,NotYet
30.0,0.0,320.0,4.1,11.9,0.4,NotYet
30.0,-6.0,310.0,4.1,11.9,0.8,NotYet
30.0,4.0,320.0,4.1,11.9,0.0,NotYet
30.0,6.0,320.0,4.1,11.9,-0.4,NotYet
30.0,-2.0,310.0,4.1,11.9,0.6,NotYet
30.0,-8.0,310.0,4.1,11.9,0.4,NotYet
30.0,4.0,320.0,4.1,11.9,-0.6,NotYet
30.0,6.0,320.0,4.1,11.9,-0.2,NotYet
30.0,-4.0,310.0,4.1,11.9,0.8,NotYet
30.0,6.0,320.0,4.1,11.9,-0.6,NotYet
30.0,-8.0,310.0,4.1,11.9,1.0,NotYet
30.0,2.0,310.0,4.1,11.9,0.4,NotYet
30.0,-4.0,310.0,4.1,11.9,0.0,NotYet
30.0,-10.0,310.0,4.1,11.9,1.0,NotYet
30.0,8.0,320.0,4.1,11.9,-0.6,NotYet
30.0,0.0,310.0,4.1,11.9,0.6,NotYet
30.0,0.0,320.0,4.1,11.9,-0.4,NotYet
30.0,-2.0,320.0,4.1,11.9,-0.2,NotYet
30.0,4.0,320.0,4.1,11.9,0.2,NotYet
30.0,-6.0,310.0,4.1,11.9,0.0,NotYet
30.0,-10.0,310.0,4.1,11.9,0.8,NotYet
30.0,-6.0,310.0,4.1,11.9,1.0,NotYet
30.0,-2.0,310.0,4.1,11.9,0.8,NotYet
30.0,2.0,320.0,4.1,11.9,-0.6,NotYet
30.0,8.0,320.0,4.1,11.9,-0.4,NotYet
30.0,8.0,330.0,4.1,11.9,-0.8,NotYet
30.0,6.0,320.0,4.1,11.9,0.0,NotYet
30.0,-10.0,310.0,4.1,11.9,1.2,NotYet
30.0,10.0,330.0,4.1,11.9,-1.0,NotYet
30.0,10.0,320.0,4.1,11.9,-0.8,NotYet
30.0,-4.0,310.0,4.1,11.9,1.0,NotYet
30.0,-8.0,310.0,4.1,11.9,1.2,NotYet
30.0,10.0,330.0,4.1,11.9,-1.2,NotYet
30.0,2.0,310.0,4.1,11.9,0.6,NotYet
30.0,8.0,330.0,4.1,11.9,-1.0,NotYet
30.0,0.0,310.0,4.1,11.9,0.8,NotYet
30.0,4.0,310.0,4.1,11.9,0.4,NotYet
30.0,6.0,330.0,4.1,11.9,-0.8,NotYet
30.0,-12.0,310.0,4.1,11.9,1.2,NotYet
30.0,12.0,330.0,4.1,11.9,-1.2,NotYet
30.0,10.0,320.0,4.1,11.9,-0.6,NotYet
30.0,12.0,330.0,4.1,11.9,-1.4,NotYet
30.0,8.0,320.0,4.1,11.9,-0.2,NotYet
30.0,-8.0,310.0,4.1,11.9,0.2,NotYet
30.0,-6.0,310.0,4.1,11.9,1.2,NotYet
30.0,-2.0,310.0,4.1,11.9,1.0,NotYet
30.0,-12.0,310.0,4.1,11.9,1.4,NotYet
30.0,12.0,320.0,4.1,11.9,-1.0,NotYet
30.0,4.0,130.0,4.1,11.9,-0.8,NotYet
30.0,-10.0,310.0,4.1,11.9,1.4,NotYet
