X,Y,Z,atom
0.0,0.9608006461575934,-4.171548640226527,C
0.0,-0.4037713879607087,-4.516226320156334,C
0.0,1.355863423215488,-2.836449337279108,C
0.0,0.38323680936327237,-1.8156689134217394,C
0.0,-1.3890763426486343,-3.5258168901484686,C
0.0,-0.9936338616912838,-2.18451312344514,C
0.0,0.5690806778086515,-0.39220848703152605,C
0.0,-0.5690891224907175,0.39221371908259384,C
0.0,-2.150000775851606,-0.6638054824586005,Se
0.0,2.1499808371620563,0.6638138370170206,Se
0.0,0.9936381552549305,2.18451953943961,C
0.0,-0.3832358223120817,1.8156720337529682,C
0.0,1.3890861517610744,3.52581769839685,C
0.0,0.40379066911003625,4.51622168088236,C
0.0,-1.3558615038151967,2.836440416230407,C
0.0,-0.9607843147089077,4.171544310207135,C
0.0,2.4468106635641003,3.797413449820465,H
0.0,0.6991927896568034,5.567591447689851,H
0.0,-1.7168348396312143,4.959437510438118,H
0.0,-2.4165079856646803,2.5723263102646925,H
0.0,-2.4468148655296904,-3.7974189500344195,H
0.0,-0.6992218217420123,-5.56758161947924,H
0.0,1.7168528806708307,-4.959452053529778,H
0.0,2.4164989403218797,-2.572322136011254,H
